_id,product_asin,product_availability,product_best_seller_rank,product_bought_together,product_brand,product_category,product_description,product_details,product_fullfilled,product_icons,product_important_information,product_name,product_offers,product_original_price,product_rating,product_sale_price,product_subscription_discount,product_total_reviews,product_variations
{'$oid': '61fd1f351cfba6a787367f1e'},B079JP4WNQ,In stock,"#79,533 in Home & Kitchen  (See Top 100 in Home & Kitchen) #229 in Water Coolers, Filters & Cartridges","['Havells Digi Touch Alkaline 6 L Absolutely Safe RO + UV Purified pH Balanced Water ...', 'Havells Fab UV 7 litre Storage Water Purifer with 5 Stages (White and Green)', 'Havells FAB 7 Litre Absoulety Safe RO + UV Water Purifer with 7 Stages, Patented Co...', 'Havells FAB Alkaline 7 L Absolutely Safe RO + UV Purified Alkaline Water Technology...', 'Havells Delite DX 100% RO+UV, pH balanced SS Tank Water Purifier', 'HUL Pureit Eco Water Saver Mineral RO+UV+MF AS wall mounted/Counter top Black 10L W...', 'HUL Pureit Copper+ Mineral RO + UV + MF 7 stage Table top / Wall Mountable Black & ...', 'KENT Supreme 2020 (11111), Wall Mountable, RO + UF + TDS Control + UV in Tank, 8 L ...', 'V-Guard Zenora RO+UV+MB 7 Litre Water Purifier With 8 Stage Purification and pH Bal...', 'HUL Pureit Advanced Pro Mineral RO+UV 6 stage wall mounted counter top black 7L Wat...', 'Havells Digi Touch Alkaline 6 L Absolutely Safe RO + UV Purified pH Balanced Water ...', 'Havells Delite DX 100% RO+UV, pH balanced SS Tank Water Purifier', 'Havells Fab UV 7 litre Storage Water Purifer with 5 Stages (White and Green)', 'Havells FAB Alkaline 7 L Absolutely Safe RO + UV Purified Alkaline Water Technology...', 'Havells FAB 7 Litre Absoulety Safe RO + UV Water Purifer with 7 Stages, Patented Co...', 'HUL Pureit Eco Water Saver Mineral RO+UV+MF AS wall mounted/Counter top Black 10L W...', 'HUL Pureit Copper+ Mineral RO + UV + MF 7 stage Table top / Wall Mountable Black & ...', 'Havells Celia I Desert Air Cooler - 55 Litres (White, Brown)', 'V-Guard Zenora RO+UV+MB 7 Litre Water Purifier With 8 Stage Purification and pH Bal...', 'KENT Supreme 2020 (11111), Wall Mountable, RO + UF + TDS Control + UV in Tank, 8 L ...']",Havells,"['Home & Kitchen', 'Kitchen & Home Appliances', 'Water Purifiers & Accessories', 'Water Filters & Purifiers']",,"{'Is Discontinued By Manufacturer                                                                                                                ': 'No', 'Product Dimensions                                                                                                                ': '22.2 x 36.1 x 48.4 cm; 9 Kilograms', 'Date First Available                                                                                                                ': '29 January 2018', 'Manufacturer                                                                                                                ': 'Havells India Ltd, Havells India Ltd, QRG Towers, 2D, Sec- 126, Expressway, Noida - 201304 UP ( India), Tel: +91 - 120 - 4771000', 'ASIN                                                                                                                ': 'B079JP4WNQ', 'Item model number                                                                                                                ': 'GHWRZNA015', 'Country of Origin                                                                                                                ': 'India', 'Packer                                                                                                                ': 'Havells India Ltd, QRG Towers, 2D, Sec- 126, Expressway, Noida - 201304 UP ( India), Tel: +91 - 120 - 4771000', 'Item Weight                                                                                                                ': '9 kg', 'Item Dimensions LxWxH                                                                                                                ': '22.2 x 36.1 x 48.4 Centimeters', 'Net Quantity                                                                                                                ': '1 Units', 'Included Components                                                                                                                ': 'Water purifier, User manual, installation kit', 'Generic Name                                                                                                                ': 'Water Purifier', 'Best Sellers Rank': '#79,533 in Home & Kitchen  (See Top 100 in Home & Kitchen) #229 in Water Coolers, Filters & Cartridges', 'Customer Reviews': '3.4 out of 5 stars 77 ratings'}",Fulfilled,"['Pay on Delivery', '10 days Replacement', 'Amazon Delivered', '1 Year Warranty']",,"Havells Digiplus 6 Litre Absolutely safe RO + UV purified pH balanced Water Purifier with 8 Stages, Double UV Purification (Silver and Black)",3.0,25409.0,3.4 out of 5 stars,14999.0,,77 ratings,[]
{'$oid': '61fd1f371cfba6a787367f22'},B009DA69KS,In stock,"#5,001 in Home & Kitchen  (See Top 100 in Home & Kitchen) #24 in Water Coolers, Filters & Cartridges","['KENT Supreme Lite 2020 (11110), Wall Mountable, RO + UF + TDS Control, 8 L Tank, Wh...', 'KENT Grand (11119) Wall-Mountable RO + UF + TDS + UV In-Tank (White) 20 litre/hr Wa...', 'KENT Gold 20-Litres UF technology based Gravity Water Purifier, White', 'KENT Gold Optima 10 Litres- 4.5 L(Raw Water)+5.5 L(Purified Water) Gravity Based No...', 'KENT Maxx 7-Litres Wall Mountable/Table Top UV + UF (White and Blue) 60-Ltr/hr Wate...', 'Kent Ultra Storage 7 Ltr, UV and UF Water Purifier', 'HUL Pureit Ultima Mineral RO + UV + MF 7 stage Table top / wall mountable Black 10 ...']",KENT,"['Home & Kitchen', 'Kitchen & Home Appliances', 'Water Purifiers & Accessories', 'Water Filters & Purifiers']",,"{'Is Discontinued By Manufacturer                                                                                                                ': 'No', 'Product Dimensions                                                                                                                ': '35.4 x 36 x 46.5 cm; 3.4 Kilograms', 'Date First Available                                                                                                                ': '1 January 2017', 'Manufacturer                                                                                                                ': 'KENT RO SYSTEMS LTD, Kent RO Systems Ltd.- Khasra No. 93, Village- Bantakhedi, Tehsil- Roorkee, District- Haridwar, Uttrakhand- 247668, India', 'ASIN                                                                                                                ': 'B009DA69KS', 'Item model number                                                                                                                ': 'Gold+', 'Country of Origin                                                                                                                ': 'India', 'Packer                                                                                                                ': 'Kent RO Systems Ltd.- Khasra No. 93, Village- Bantakhedi, Tehsil- Roorkee, District- Haridwar, Uttrakhand- 247668, India', 'Importer                                                                                                                ': 'KENT RO SYSTEM LTD- A-06, PHASE-2,NOIDA, UTTAR PRADESH, INDIA PIN-201305', 'Item Weight                                                                                                                ': '3 kg 400 g', 'Item Dimensions LxWxH                                                                                                                ': '35.4 x 36 x 46.5 Centimeters', 'Net Quantity                                                                                                                ': '2 N', 'Included Components                                                                                                                ': 'Outer Tank-01, Inner tank-01, Bottom Stand- 01, Top Cover-01, Top Lid-01, Carbon Assembly with Inlet Funnel-01 Set, Hollow Fiber UF Membrane Cartridge-01, Spare Sediment Filter-1 Pair, 50ml Cleaning Syringe-01, Y-Fork-01, Tap-01, Instruction Manual-01', 'Generic Name                                                                                                                ': 'Gravity Water Purifier', 'Best Sellers Rank': '#5,001 in Home & Kitchen  (See Top 100 in Home & Kitchen) #24 in Water Coolers, Filters & Cartridges', 'Customer Reviews': '3.7 out of 5 stars 2,781 ratings'}",Fulfilled,"['Pay on Delivery', '10 Days Returnable', 'Amazon Delivered', '1 Year Warranty']",1 year warranty will be provided by Kent Ro System,"KENT Gold+ 20-litres Gravity Based Water Purifier, White and Blue, 54 x 36 x 38 cm ; 3.4 Kg",3.0,3300.0,3.7 out of 5 stars,2549.0,,"2,781 ratings",[]
{'$oid': '61fd1f371cfba6a787367f24'},B07FDZ9KL7,In stock,"#155,168 in Home & Kitchen  (See Top 100 in Home & Kitchen) #481 in Water Coolers, Filters & Cartridges","['HUL Pureit Eco Water Saver Mineral RO+UV+MF AS wall mounted/Counter top Black 10L W...', 'HUL Pureit Advanced Plus 5 L RO + UV + Minerals Water Purifier with Minerals (Black...', 'HUL Pureit Advanced Pro Mineral RO+UV 6 stage wall mounted counter top black 7L Wat...', 'HUL Pureit Copper UV Countertop/Wall-mount Water Purifier (White) with Copper enric...', 'HUL Pureit Ultima Mineral RO + UV + MF 7 stage Table top / wall mountable Black 10 ...', 'HUL Pureit Copper+ Mineral RO + UV + MF 7 stage Table top / Wall Mountable Black & ...', 'HUL Pureit Advanced RO + MF 6 Stage, 7 Litre Storage,Wall mounted/Counter top Water...', 'Sure From Aquaguard Delight NXT RO+UV e-boiling+MTDS Water Purifier By Eureka Forbe...', 'Havells FAB Alkaline 7 L Absolutely Safe RO + UV Purified Alkaline Water Technology...', 'Eureka Forbes Aquaguard Aura RO+UV+UF+MTDS+Active Copper+Mineral Guard+UV E-boiling...']",HUL Pureit,"['Home & Kitchen', 'Kitchen & Home Appliances', 'Water Purifiers & Accessories', 'Water Filters & Purifiers']",,"{'Brand': 'HUL Pureit', 'Manufacturer': 'HUL', 'Country of Origin': 'India', 'Model Number': 'WCRX200', 'Colour': 'White', 'Number of Memory Sticks': '1', 'Special Feature': '500-1999ppm, RO', 'Item Weight': '7 kg 300 g', 'Product Dimensions': '43.5 x 19.9 x 29.7 cm; 7.3 Kilograms', 'Item model number': 'WCRX200', 'Item Height': '29.7 Centimeters', 'Item Width': '19.9 Centimeters', 'Voltage': '240 Volts', 'Wattage': '55 Watts', 'Included Components': 'Water Purifer, External Pre sediment Filter', 'Are Batteries Included': 'No', 'Input Type': 'Hard', 'ASIN': 'B07FDZ9KL7', 'Date First Available': '13 August 2018', 'Item Dimensions LxWxH': '43.5 x 19.9 x 29.7 Centimeters', 'Customer Reviews': '4.3 out of 5 stars 448 ratings', 'Best Sellers Rank': '#155,168 in Home & Kitchen  (See Top 100 in Home & Kitchen) #481 in Water Coolers, Filters & Cartridges'}",,"['Pay on Delivery', '10 days Replacement', 'Amazon Delivered', '1 Year Warranty']",,HUL Pureit Classic G2 Mineral RO+MF 6L Water Purifier,3.0,12399.0,4.3 out of 5 stars,12000.0,,448 ratings,[]
{'$oid': '61fd1f381cfba6a787367f26'},B009PJ8Y3W,In stock,,"['HUL Pureit Eco Water Saver Mineral RO+UV+MF AS wall mounted/Counter top Black 10L W...', 'HUL Pureit Advanced Plus 5 L RO + UV + Minerals Water Purifier with Minerals (Black...', 'HUL Pureit Advanced Pro Mineral RO+UV 6 stage wall mounted counter top black 7L Wat...', 'HUL Pureit Ultima Mineral RO + UV + MF 7 stage Table top / wall mountable Black 10 ...', 'HUL Pureit Copper UV Countertop/Wall-mount Water Purifier (White) with Copper enric...', 'HUL Pureit Copper+ Mineral RO + UV + MF 7 stage Table top / Wall Mountable Black & ...', 'Eureka Forbes Aquaguard Aura RO+UV+UF+MTDS+Active Copper+Mineral Guard+UV E-boiling...', 'Sure From Aquaguard Delight NXT RO+UV e-boiling+MTDS Water Purifier By Eureka Forbe...', 'Havells Digi Touch Alkaline 6 L Absolutely Safe RO + UV Purified pH Balanced Water ...', 'AO Smith Z9 Hot+ normal RO |10 L|100%RO+SCMT(Silver Charged Membrane Tech.)|Mineral...', 'HUL Pureit Eco Water Saver Mineral RO+UV+MF AS wall mounted/Counter top Black 10L W...', 'HUL Pureit Advanced Plus 5 L RO + UV + Minerals Water Purifier with Minerals (Black...', 'HUL Pureit Copper UV Countertop/Wall-mount Water Purifier (White) with Copper enric...', 'HUL Pureit Advanced Pro Mineral RO+UV 6 stage wall mounted counter top black 7L Wat...', 'HUL Pureit Copper+ Mineral RO + UV + MF 7 stage Table top / Wall Mountable Black & ...', 'HUL Pureit Ultima Mineral RO + UV + MF 7 stage Table top / wall mountable Black 10 ...', 'Sure From Aquaguard Delight NXT RO+UV e-boiling+MTDS Water Purifier By Eureka Forbe...', 'Havells Digi Touch Alkaline 6 L Absolutely Safe RO + UV Purified pH Balanced Water ...', 'Eureka Forbes Aquaguard Aura RO+UV+UF+MTDS+Active Copper+Mineral Guard+UV E-boiling...', 'AO Smith Z9 Hot+ normal RO |10 L|100%RO+SCMT(Silver Charged Membrane Tech.)|Mineral...']",HUL Pureit,"['Home & Kitchen', 'Kitchen & Home Appliances', 'Water Purifiers & Accessories', 'Water Filters & Purifiers']",,"{'Manufacturer': 'HUL Pureit, HUL Pureit, Unilever House, B. D. Sawant Marg, Chakala, Andheri (E), Mumbai, Maharashtra 400099 Phone :1860-210-1000 or 1860-180-1000', 'Country of Origin': 'India', 'Item model number': 'WPUV100', 'Product Dimensions': '32.1 x 47.2 x 26 cm; 4.57 Kilograms', 'ASIN': 'B009PJ8Y3W', 'Packer': 'HUL Pureit, Unilever House, B. D. Sawant Marg, Chakala, Andheri (E), Mumbai, Maharashtra 400099 Phone :1860-210-1000 or 1860-180-1000', 'Item Weight': '4 kg 570 g', 'Item Dimensions LxWxH': '32.1 x 47.2 x 26 Centimeters', 'Net Quantity': '1 count', 'Included Components': 'Water purifier, Installation Kit, Warranty Card'}",Fulfilled,"['Pay on Delivery', '10 days Replacement', 'Amazon Delivered', '5 Year Warranty']",Please check your local laws before purchasing this product.,HUL Pureit Marvella G2 UV 4 Stage Table Top/Wall Mountable White & Blue 4 litres Water Purifier,3.0,10490.0,4.4 out of 5 stars,8580.0,,753 ratings,[]
{'$oid': '61fd1f391cfba6a787367f28'},B09M45XKKF,In stock,,"['HUL Pureit Eco Water Saver Mineral RO+UV+MF AS wall mounted/Counter top Black 10L W...', 'HUL Pureit Advanced Pro Mineral RO+UV 6 stage wall mounted counter top black 7L Wat...', 'HUL Pureit Ultima Mineral RO + UV + MF 7 stage Table top / wall mountable Black 10 ...', 'Sure From Aquaguard Delight NXT RO+UV e-boiling+MTDS Water Purifier By Eureka Forbe...', 'HUL Pureit Advanced RO + MF 6 Stage, 7 Litre Storage,Wall mounted/Counter top Water...', 'Aquaguard Marvel NXT RO+UV+MTDS|Patented Active Copper & Zinc Booster|UV e-boiling|...', 'Eureka Forbes Aquaguard Aura RO+UV+UF+MTDS+Active Copper+Mineral Guard+UV E-boiling...', 'Havells Digi Touch Alkaline 6 L Absolutely Safe RO + UV Purified pH Balanced Water ...', 'Havells Delite DX 100% RO+UV, pH balanced SS Tank Water Purifier', 'AO Smith Z9 Hot+ normal RO |10 L|100%RO+SCMT(Silver Charged Membrane Tech.)|Mineral...']",HUL Pureit,"['Home & Kitchen', 'Kitchen & Home Appliances', 'Water Purifiers & Accessories', 'Water Filters & Purifiers']",,"{'Manufacturer': 'Hindustan Unilever Limited, HUL Pureit, HUL Pureit, Unilever House, B. D. Sawant Marg, Chakala, Andheri (E), Mumbai, Maharashtra 400099 Phone :1860-210-1000 or 1860-180-1000', 'Country of Origin': 'India', 'Item model number': 'WCRU400', 'Product Dimensions': '17 x 42.2 x 38 cm; 6 Kilograms', 'ASIN': 'B09M45XKKF', 'Packer': 'HUL Pureit, Unilever House, B. D. Sawant Marg, Chakala, Andheri (E), Mumbai, Maharashtra 400099 Phone :1860-210-1000 or 1860-180-1000', 'Item Weight': '6 kg', 'Item Dimensions LxWxH': '17 x 42.2 x 38 Centimeters', 'Net Quantity': '1 count', 'Included Components': '1 Water Purifier, Warranty Card, Installation and Accessories Kit', 'Generic Name': 'Water Purifier'}",Fulfilled,"['Pay on Delivery', '10 days Replacement', 'Amazon Delivered', 'No-Contact Delivery']",,"HUL Pureit Advanced Plus 5 L RO + UV + Minerals Water Purifier with Minerals (Black), 422.6 mm*380 mm*165.6 mm*, (WCRU400)",3.0,14000.0,4.3 out of 5 stars,8799.0,,65 ratings,[]
{'$oid': '61fd1f391cfba6a787367f2a'},B0972NSVKQ,In stock,"#924 in Home & Kitchen  (See Top 100 in Home & Kitchen) #7 in Water Coolers, Filters & Cartridges",[],Livpure,"['Home & Kitchen', 'Kitchen & Home Appliances', 'Water Purifiers & Accessories', 'Water Filters & Purifiers']",,"{'Brand': 'Livpure', 'Manufacturer': 'Livpure Private Limited, LIVPURE, Livpure Pvt. Ltd., Plot-39, sector-4, IMT manesar Gurgaon-122050', 'Country of Origin': 'India', 'Model Number': 'LIV-GLO-STAR', 'Colour': 'Black', 'Number of Memory Sticks': '1', 'Special Feature': '7 Liters Storage Capacity, Membrane Life Enhancer, Silver Impregnated Post Carbon Cartridge - In this final stage, the Silver Cartridge effectively removes volatile organic impurities, giving odorless and pure water., LED Indications-Power ON, Tank Full and Purification-in Process, 7 Stage Advanced Purification', 'Item Weight': '7 kg 300 g', 'Product Dimensions': '25.6 x 29 x 50 cm; 7.3 Kilograms', 'Item model number': 'LIV-GLO-STAR', 'Item Height': '50 Centimeters', 'Item Width': '29 Centimeters', 'Included Components': 'Product, Installation kit, User Manual cum warranty card', 'ASIN': 'B0972NSVKQ', 'Date First Available': '9 June 2021', 'Packer': 'LIVPURE, Livpure Pvt. Ltd., Plot-39, sector-4, IMT manesar Gurgaon-122050', 'Item Dimensions LxWxH': '25.6 x 29 x 50 Centimeters', 'Net Quantity': '1 count', 'Generic Name': 'Water Purifer', 'Customer Reviews': '4.3 out of 5 stars 6,648 ratings', 'Best Sellers Rank': '#924 in Home & Kitchen  (See Top 100 in Home & Kitchen) #7 in Water Coolers, Filters & Cartridges'}",Fulfilled,"['Pay on Delivery', '10 days Replacement', 'Amazon Delivered', '1 Year Warranty']",,"Livpure Glo Star, Wall Mountable RO+UV+UF+Mineraliser 7 L tank-Black, 13 LPH Water Purifier",3.0,16490.0,4.3 out of 5 stars,8999.0,,"6,648 ratings",[]
{'$oid': '61fd1f391cfba6a787367f2c'},B08J8H8G74,In stock,"#14,227 in Home & Kitchen  (See Top 100 in Home & Kitchen) #57 in Water Coolers, Filters & Cartridges",[],Blue Star,"['Home & Kitchen', 'Kitchen & Home Appliances', 'Water Purifiers & Accessories', 'Water Filters & Purifiers']",,"{'Product Dimensions                                                                                                                ': '23.4 x 36.1 x 47.5 cm; 9 Kilograms', 'Date First Available                                                                                                                ': '16 September 2020', 'Manufacturer                                                                                                                ': 'Blue Star Limited, 1800 209 1177', 'ASIN                                                                                                                ': 'B08J8H8G74', 'Item model number                                                                                                                ': 'EL5BLAM01', 'Country of Origin                                                                                                                ': 'India', 'Packer                                                                                                                ': '1800 209 1177', 'Item Weight                                                                                                                ': '9 kg', 'Item Dimensions LxWxH                                                                                                                ': '23.4 x 36.1 x 47.5 Centimeters', 'Generic Name                                                                                                                ': 'Water Purifier', 'Best Sellers Rank': '#14,227 in Home & Kitchen  (See Top 100 in Home & Kitchen) #57 in Water Coolers, Filters & Cartridges', 'Customer Reviews': '4.0 out of 5 stars 540 ratings'}",Fulfilled,"['Pay on Delivery', '10 days Replacement', 'Amazon Delivered', 'No-Contact Delivery']",,"Blue Star Eleanor 8-Liter,RO + UV + UF + IBT + Alkaline Water Purifier, Black, EL5BLAM01",3.0,22900.0,4.0 out of 5 stars,11499.0,,540 ratings,[]
{'$oid': '61fd1f3a1cfba6a787367f2e'},B09NKS8Q2V,In stock,,[],Eureka Forbes,"['Home & Kitchen', 'Kitchen & Home Appliances', 'Water Purifiers & Accessories', 'Water Filters & Purifiers']",,"{'Manufacturer': 'Eureka Forbes Ltd, Eureka Forbes Ltd, Khasra No. 3946, 3947 & 3962, 3963 Industrial Area, Lal Tappar, Majri Grant, Rishikesh District, Dehradun, Uttarakhand- 248140', 'Country of Origin': 'India', 'Item model number': 'GWPDMNRUM00000', 'Product Dimensions': '27.8 x 32 x 48 cm; 7 Kilograms', 'ASIN': 'B09NKS8Q2V', 'Packer': 'Eureka Forbes Ltd, Khasra No. 3946, 3947 & 3962, 3963 Industrial Area, Lal Tappar, Majri Grant, Rishikesh District, Dehradun, Uttarakhand- 248140', 'Importer': 'Eureka Forbes Ltd, Khasra No. 3946, 3947 & 3962, 3963 Industrial Area, Lal Tappar, Majri Grant, Rishikesh District, Dehradun, Uttarakhand- 248140', 'Item Weight': '7 kg', 'Item Dimensions LxWxH': '27.8 x 32 x 48 Centimeters', 'Net Quantity': '1 count', 'Included Components': 'Plumbing kit, accassories, product, power supply adapter & bracket for adapter', 'Generic Name': 'Water Purifier'}",Fulfilled,"['Pay on Delivery', '10 days Replacement', 'Amazon Delivered', '1 Year Warranty']",,Aquaguard Marvel NXT RO+UV+MTDS|Patented Active Copper & Zinc Booster|UV e-boiling|Taste Adjuster(MTDS)|Wall or Countertop Installation|6.2L Storage by Eureka Forbes,4.0,22000.0,4.2 out of 5 stars,13999.0,,111 ratings,[]
{'$oid': '61fd1f3b1cfba6a787367f30'},B01N6CA6H6,In stock,,"['AmazonBasics 6.5 kg Fully-Automatic Top Load Washing Machine (Grey/Black, Full Metal body, LED Display)', 'Amazon Brand - Solimo Room Darkening Blackout Polyester Window Curtain (Grey, 5 Feet X 3.83 Feet)', 'AmazonBasics Room - Polyester Solid Darkening Blackout Curtain Set with Grommets - 245 GSM - 42"" x 84"", Beige', 'AmazonBasics Curtain with Tie Backs, 7 Feet, Dark Grey, Set of 2', 'AmazonBasics Polyester Room Darkening Blackout 245 GSM Curtain Set (Seafoam Green, 42"" x 84"")', 'Amazon Brand - Solimo Polyester Solid Crushed Texture Curtain, Door, 7 feet (2.13 m), Green, Pack of 2', 'HUL Pureit Eco Water Saver Mineral RO+UV+MF AS wall mounted/Counter top Black 10L W...', 'HUL Pureit Advanced Pro Mineral RO+UV 6 stage wall mounted counter top black 7L Wat...', 'HUL Pureit Ultima Mineral RO + UV + MF 7 stage Table top / wall mountable Black 10 ...', 'HUL Pureit Advanced Plus 5 L RO + UV + Minerals Water Purifier with Minerals (Black...', 'Sure From Aquaguard Delight NXT RO+UV e-boiling+MTDS Water Purifier By Eureka Forbe...', 'HUL Pureit Copper+ Mineral RO + UV + MF 7 stage Table top / Wall Mountable Black & ...', 'Havells FAB Alkaline 7 L Absolutely Safe RO + UV Purified Alkaline Water Technology...', 'Eureka Forbes Aquaguard Aura RO+UV+UF+MTDS+Active Copper+Mineral Guard+UV E-boiling...', 'V-Guard Zenora RO+UF+MB 7 Litre Water Purifier With 7 Stage Purification and pH Bal...', 'HUL Pureit Copper UV Countertop/Wall-mount Water Purifier (White) with Copper enric...']",HUL Pureit,"['Home & Kitchen', 'Kitchen & Home Appliances', 'Water Purifiers & Accessories', 'Water Filters & Purifiers']",,"{'Manufacturer': 'HUL Pureit, HUL Pureit, Unilever House, B. D. Sawant Marg, Chakala, Andheri (E), Mumbai, Maharashtra 400099 Phone :1860-210-1000 or 1860-180-1000', 'Country of Origin': 'India', 'Item model number': 'WCUV400', 'Product Dimensions': '22.5 x 36 x 20 cm; 4 Kilograms', 'ASIN': 'B01N6CA6H6', 'Packer': 'HUL Pureit, Unilever House, B. D. Sawant Marg, Chakala, Andheri (E), Mumbai, Maharashtra 400099 Phone :1860-210-1000 or 1860-180-1000', 'Item Weight': '4 kg', 'Item Dimensions LxWxH': '22.5 x 36 x 20 Centimeters', 'Net Quantity': '1 count', 'Included Components': 'Water purifier, Installation Kit, Warranty Card'}",Fulfilled,"['Pay on Delivery', '10 days Replacement', 'Amazon Delivered', '1 Year Warranty']",,HUL Pureit Classic G2 UV+ Water Purifier â€“ 2L,3.0,8390.0,4.3 out of 5 stars,6789.0,,580 ratings,[]
{'$oid': '61fd1f3c1cfba6a787367f32'},B07SFZ21BW,In stock,,"['HUL Pureit Advanced Plus 5 L RO + UV + Minerals Water Purifier with Minerals (Black...', 'HUL Pureit Eco Water Saver Mineral RO+UV+MF AS wall mounted/Counter top Black 10L W...', 'HUL Pureit Advanced Pro Mineral RO+UV 6 stage wall mounted counter top black 7L Wat...', 'HUL Pureit Copper UV Countertop/Wall-mount Water Purifier (White) with Copper enric...', 'HUL Pureit Ultima Mineral RO + UV + MF 7 stage Table top / wall mountable Black 10 ...', 'HUL Pureit Copper+ Mineral RO + UV + MF 7 stage Table top / Wall Mountable Black & ...', 'Sure From Aquaguard Delight NXT RO+UV e-boiling+MTDS Water Purifier By Eureka Forbe...', 'Havells Fab UV Storage Water purifier with 5 Stages (White and Green, 7 litre)', 'Havells Delite DX 100% RO+UV, pH balanced SS Tank Water Purifier', 'Livpure Bolt DX Ecocare with water saving Technology , Wall Mountable, RO+UF+Minera...']",HUL Pureit,"['Home & Kitchen', 'Kitchen & Home Appliances', 'Water Purifiers & Accessories', 'Water Filters & Purifiers']","PUREIT NXT RO MF, Installation: Installation is provided by the brand. Please wait for 24 hrs for the brand to contact you post-delivery for metro cities. For others, please wait for 48 hrs for brand to contact you post delivery. Else kindly contact the brand customer service","{'Country of Origin': 'India', 'Product Dimensions': '30 x 22.2 x 36.6 cm; 5 Kilograms', 'ASIN': 'B07SFZ21BW', 'Item Weight': '5 kg', 'Item Dimensions LxWxH': '30 x 22.2 x 36.6 Centimeters', 'Included Components': 'Water purifier'}",Fulfilled,"['Pay on Delivery', '10 days Replacement', 'Amazon Delivered', 'No-Contact Delivery']",FREE SERVICE FREE INSTALLATION,HUL Pureit RO+MF Water Purifier - 7L,3.0,10899.0,4.4 out of 5 stars,8020.0,,527 ratings,[]
{'$oid': '61fd1f3d1cfba6a787367f34'},B099JQ5H35,Only 2 left in stock,"#331,537 in Home & Kitchen  (See Top 100 in Home & Kitchen) #857 in Water Coolers, Filters & Cartridges","['Eureka Forbes Aquaguard Aura High Recovery RO+UV e-boiling+Active Copper+MTDS+Miner...', 'Eureka Forbes Aquaguard Marvel NXT Water Purifier with RO+UV e-boiling+MTDS+Patente...', 'Eureka Forbes AquaSure from Aquaguard Amaze RO+UV+UF(Ultra-Filtration)+MTDS Water P...', 'Eureka Forbes AquaSure from Aquaguard Delight RO+UV+UF+MTDS water purifier with 7L ...', 'HUL Pureit Eco Water Saver Mineral RO+UV+MF AS wall mounted/Counter top Black 10L W...', 'HUL Pureit Ultima Mineral RO + UV + MF 7 stage Table top / wall mountable Black 10 ...', 'HUL Pureit Advanced Pro Mineral RO+UV 6 stage wall mounted counter top black 7L Wat...', 'HUL Pureit Copper+ Mineral RO + UV + MF 7 stage Table top / Wall Mountable Black & ...', 'Blue Star Aristo RO+UV+UF 7-Liter Water Purifier, Black, AR5BLAM01', 'AmazonBasics 564 L Side-by-Side Door Refrigerator (Black Glass Door)']",Eureka Forbes,"['Home & Kitchen', 'Kitchen & Home Appliances', 'Water Purifiers & Accessories', 'Water Filters & Purifiers']","The only â€˜All-In-Oneâ€™ water purifier in India from Aquaguard which delivers HOT & Ambient water and comes with superior protection of Stainless Steel Tank. It delivers optimum purification through itssuperior RO purification. Its Active Copper Technology provides Goodness of Copper in water and Mineral Guard technology retains natural essential minerals. Built to purify water from multiple sources, this machine is equipped with Zero Pressure Pump which not only works at Low Pressure but also No Pressure.","{'Product Dimensions                                                                                                                ': '45.5 x 36.5 x 55.5 cm; 13 Kilograms', 'Date First Available                                                                                                                ': '15 July 2021', 'Manufacturer                                                                                                                ': 'Eureka Forbes Ltd, Eureka Forbes Ltd, Khasra No. 3946, 3947 & 3962, 3963 Industrial Area, Lal Tappar, Majri Grant, Rishikesh District, Dehradun, Uttarakhand- 248140 Contact number: Ph-7302000716/17, 7455001674, 6399041114/15/16/17/18/19', 'ASIN                                                                                                                ': 'B099JQ5H35', 'Item part number                                                                                                                ': 'GWPDBLAZR00000', 'Country of Origin                                                                                                                ': 'India', 'Packer                                                                                                                ': 'Eureka Forbes Ltd, Khasra No. 3946, 3947 & 3962, 3963 Industrial Area, Lal Tappar, Majri Grant, Rishikesh District, Dehradun, Uttarakhand- 248140 Contact number: Ph-7302000716/17, 7455001674, 6399041114/15/16/17/18/19', 'Item Weight                                                                                                                ': '13 kg', 'Item Dimensions LxWxH                                                                                                                ': '45.5 x 36.5 x 55.5 Centimeters', 'Net Quantity                                                                                                                ': '1 Count', 'Included Components                                                                                                                ': 'Plumbing kit, accassories, product, power supply adapter & bracket for adapter', 'Generic Name                                                                                                                ': 'Water Purifier', 'Best Sellers Rank': '#331,537 in Home & Kitchen  (See Top 100 in Home & Kitchen) #857 in Water Coolers, Filters & Cartridges', 'Customer Reviews': '3.3 out of 5 stars 5 ratings'}",Fulfilled,"['Pay on Delivery', '10 days Replacement', 'Amazon Delivered', '1 Year Warranty']",,Eureka Forbes Aquaguard Blaze RO+Stainless Steel+HOT+Ambient+Active Copper Technology Water Purifier (Black),3.0,30500.0,3.3 out of 5 stars,21425.0,,5 ratings,[]
